Style,Full
Append Mode,1
Fill Mode,1
Capacity,100000
Count,10931
Base Time Seconds,1617724109
Base Time Fractional,.576746324
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Date,Time,Fractional Seconds,Channel,Extra Values,Extra Unit,Extra Range Digits
128,0.000871186645362,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.703746899,,n/a,n/a,n/a
129,0.0008938480034067,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.704746894,,n/a,n/a,n/a
130,0.0009147084588254,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.705746909,,n/a,n/a,n/a
131,0.0009304663568035,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.706746904,,n/a,n/a,n/a
132,0.0009418720734353,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.707746919,,n/a,n/a,n/a
133,0.0009348185381498,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.708746914,,n/a,n/a,n/a
134,0.0009171096623268,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.709746908,,n/a,n/a,n/a
135,0.0008653337118272,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.710746923,,n/a,n/a,n/a
136,0.0008296158097435,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.711746918,,n/a,n/a,n/a
137,0.0008065042260422,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.712746933,,n/a,n/a,n/a
138,0.0007800909875265,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.713746928,,n/a,n/a,n/a
139,0.00076283233736,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.714746943,,n/a,n/a,n/a
140,0.0007583300807948,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.715746938,,n/a,n/a,n/a
141,0.00072921548834,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.716746953,,n/a,n/a,n/a
142,0.0007266642096198,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.717746948,,n/a,n/a,n/a
143,0.0007290654131212,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.718746963,,n/a,n/a,n/a
144,0.0007395706784399,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.719746958,,n/a,n/a,n/a
145,0.0007970494872554,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.720746973,,n/a,n/a,n/a
146,0.0008290155088681,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.721746968,,n/a,n/a,n/a
147,0.0008638329596389,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.722746982,,n/a,n/a,n/a
148,0.0008702861940489,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,04/06/2021,15:48:29,.723746977,,n/a,n/a,n/a
